Attribute1,Attribute2,Attribute3,Intrusion
1.821091047,5.259496299,3.593233128,0
1.597904675,1.199578589,2.158742533,0
-2.846000335,6.353061397,1.534465117,0
2.816243227,4.405040447,1.949332446,0
5.958671829,4.238572369,1.694908069,0
-2.009450194,4.967383211,3.061287689,0
3.484414033,3.01894144,1.305920635,0
5.125634956,4.925866469,1.450096964,0
-1.217179204,4.863888585,1.677757732,0
-0.915449953,4.361725577,0.60891224,0
1.272356838,6.364559637,0.571272449,0
0.746030428,2.544500047,0.983547479,0
-0.40368079,4.048259904,2.700423765,0
3.10725222,4.949348573,0.627280006,0
0.185492915,4.95957531,-1.11738455,0
-0.375259104,4.3256318,3.403410908,0
1.042306217,5.345048014,2.030784611,0
1.125940114,2.567134895,-0.256734515,0
2.436791811,2.889157179,4.459160315,0
-0.28190949,2.968500649,0.810286516,0
1.534189913,3.312581778,1.001375072,0
-2.217730154,3.807708383,3.945626762,0
2.535233711,4.481093385,0.911333721,0
1.267195488,6.194248731,2.554202242,0
0.344095675,3.825121161,4.203433323,0
-2.355728032,4.094962424,1.426543388,0
-0.33136022,3.078701447,5.356951922,0
0.702902903,3.999442066,1.890443352,0
1.777571835,4.780614973,2.707479458,0
-1.117862046,5.190736373,3.241502606,0
0.948119495,6.228969882,2.952187259,0
0.677820014,3.894996239,4.372883727,0
0.783831604,6.28254643,-0.033813911,0
1.481374023,3.370068731,5.533656535,0
1.270111497,6.933143396,4.393824014,0
-0.302765018,5.029267417,2.899396076,0
1.716882745,4.129631419,-0.99075918,0
0.078978705,2.948363889,3.322543937,0
1.664529227,3.559557155,2.854569858,0
-0.140767389,4.575274348,-0.074983609,0
0.479302003,4.71548534,0.161881432,0
2.753883464,4.313144426,3.44795277,0
-0.053759355,0.750891977,1.165965355,0
0.539916224,2.453634993,1.014006147,0
2.433576986,4.678096367,5.034339152,0
2.117248281,6.995503675,0.430339126,0
-0.124956295,2.564921517,3.900236102,0
-2.058092654,3.917100652,3.324195345,0
0.733992952,2.649986754,3.130715236,0
1.910956667,3.577640707,0.675027866,0
-2.722015922,5.985666219,-0.353094953,0
2.330930513,4.302358142,2.217701217,0
1.107567285,5.711907641,2.965935029,0
1.081542862,3.470755591,2.169446252,0
1.987562911,3.031576978,1.426815078,0
-0.202172645,5.080602942,4.099806524,0
0.377257765,6.142704635,2.242417615,0
0.760731605,5.927189477,0.708203642,0
1.794261153,2.471331811,0.163742516,0
2.751371008,5.135922044,3.42874109,0
2.926465481,6.041945136,2.803553371,0
3.03276284,6.256358015,2.837309785,0
1.546906143,5.010733833,2.806127257,0
1.560355756,5.054364403,2.893353848,0
0.007754943,3.372215662,-1.639158322,0
-0.46450163,4.401820655,2.044391849,0
2.810128442,5.478801944,2.661728845,0
0.364248015,6.965775169,1.465537729,0
3.258242872,4.038879222,2.39186699,0
-0.557260061,4.139516322,2.510880673,0
-1.231701937,5.856607576,1.831620078,0
0.107892869,1.765231671,3.149287041,0
-0.011126771,4.999837605,0.160848504,0
0.382941628,3.15661437,2.901269786,0
4.567325733,6.782939172,5.082508989,0
0.266825284,4.758590904,1.998464366,0
1.120988792,2.541557176,1.871828984,0
1.135496231,5.798988729,-0.299735278,0
1.583412797,4.639552672,2.549701995,0
-1.30203291,4.779780758,2.9742887,0
0.82483652,3.913814576,1.171247305,0
-0.1200403,1.841232484,2.468767345,0
-1.046901903,4.164251408,2.609753333,0
0.63692895,7.681292925,3.989287846,0
1.166929336,3.086767346,2.417998324,0
1.612017054,6.01050466,-1.455084867,0
1.777041792,7.119805006,4.881415016,0
0.708344989,5.321858132,2.41399292,0
-0.528628557,4.565731694,3.528757997,0
-1.573673455,4.260117485,4.852601776,0
-1.469449552,3.109681378,3.896823751,0
1.634767104,1.713725236,3.711336604,0
-0.67053478,3.664261824,1.644231068,0
-0.120631941,5.208508276,-0.80835967,0
1.017492176,3.883531411,2.077694543,0
-0.283115497,7.164691958,2.667005808,0
0.113788322,5.429511133,0.908664478,0
0.330577211,6.027856402,2.501539052,0
1.597730329,4.489726768,2.466203887,0
2.004267678,3.833383134,2.337296232,0
0.900450746,4.759211799,3.519385266,0
-2.36516419,5.523844317,1.233670683,0
-0.324494714,1.618126585,1.356908504,0
-0.035228912,4.351533165,1.101498404,0
0.914008914,8.157634973,1.571126853,0
-1.360884035,2.7982633,-8.92E-05,0
2.261515525,7.006765988,0.562408383,0
0.626398059,5.339242366,2.209596885,0
-1.267249196,8.093339688,4.710149604,0
0.375482341,3.765544384,2.856695016,0
1.058510522,5.495774537,4.415996271,0
-2.337325573,3.715830643,1.92132729,0
0.79079564,5.0612423,4.640811935,0
2.873237354,5.348063654,2.648142846,0
0.602968279,2.888466039,0.022748004,0
1.939915896,4.614017013,2.28592884,0
1.387961597,6.727561202,-0.503749877,0
-1.802243906,3.233796842,-0.588075825,0
4.720895673,6.748000162,1.906700469,0
-0.433964809,3.709001719,0.770813281,0
0.857718062,5.536596837,1.799142114,0
-0.083696995,4.988120524,3.571201328,0
0.667016765,3.729854666,2.166875487,0
1.987543654,3.793430999,0.768949664,0
0.422206886,2.758947928,2.659005137,0
0.847819651,2.925636109,3.474709281,0
2.576087793,5.248470008,-0.639703814,0
0.506631029,1.187699503,3.307548622,0
2.612574423,4.001765085,1.034238889,0
0.381492561,3.760174614,2.787437069,0
2.267883962,2.18500008,3.554343401,0
1.398600873,3.712015709,-0.922757669,0
0.571391098,5.478465252,2.008693431,0
0.233150681,3.250163194,2.28901738,0
1.763003626,5.013393436,4.698782201,0
-0.055067686,5.982682238,5.448110287,0
-0.426110407,4.034405807,2.47481445,0
0.409078261,4.022622496,2.350347409,0
0.348173107,3.407672182,3.181739994,0
0.770809735,5.053766043,-1.621452749,0
0.785003646,4.504650442,1.682189323,0
0.695494304,6.602956149,4.259305676,0
2.300443059,5.029099192,2.741852273,0
1.402018661,1.403732589,-0.204690904,0
2.758162457,7.218305329,2.504178623,0
0.669761673,3.63191507,1.757194929,0
0.410373395,5.327041552,4.403691311,0
-0.390372787,4.055712933,1.409260182,0
0.931442232,5.583843264,2.061224704,0
-1.248054958,2.339669108,3.282060268,0
0.287472273,6.3122169,2.042797417,0
1.13624852,6.582292247,3.230884262,0
0.536042496,5.679619641,1.96970322,0
2.80864479,5.843533434,-0.603079159,0
1.800985686,3.52682276,-1.563275029,0
1.194371785,5.843783634,0.614256338,0
-0.168557897,3.100729808,-0.009363943,0
1.113387875,-1.418336273,5.111451163,1
-0.362570874,5.817288948,2.717778089,0
1.650936767,4.078523324,2.684270859,0
1.152401321,2.730497469,3.256230666,0
1.48620655,5.357296749,0.855542308,0
-0.780470614,5.450533507,1.652708419,0
1.035516601,3.381072725,1.394953534,0
-2.176024167,4.654646474,2.58936047,0
-0.347358149,5.996678424,2.799268941,0
1.663585168,3.373614519,2.219742553,0
1.240394562,3.66457137,0.508294869,0
-1.927196433,5.148978939,2.752663569,0
-0.173353629,5.470752602,-0.523861819,0
1.062173294,2.815039676,3.772401326,0
-1.852297194,5.857407806,1.093826638,0
-0.132822875,3.739847378,-1.503023286,0
-2.126292029,1.63464029,0.693516016,0
-0.154560275,3.095688811,4.664992308,0
2.359267659,2.970146786,1.23532024,0
2.057504353,4.929349034,4.603027201,0
1.549968518,3.926830457,5.027814999,0
2.350421352,3.774310276,3.142304343,0
-0.650377248,3.886161422,2.717594211,0
1.904318544,5.065123653,2.369358059,0
1.728960957,3.81185919,2.263677724,0
-0.880817569,6.882532794,2.538559878,0
2.093543535,5.259025512,3.841677796,0
-0.703750575,4.068375524,2.760830172,0
1.980430008,6.455963831,1.595423417,0
2.216796189,3.977161459,3.137230151,0
1.571929433,5.05325776,0.227241776,0
-0.693395838,3.070831126,3.838928881,0
-2.391712394,5.14980013,0.128439074,0
1.673990446,4.116792991,3.829182201,0
1.034633137,5.243633704,-0.281730271,0
1.107042456,1.233252886,1.127428723,0
-1.491003983,2.270532639,0.627229915,0
1.380178087,5.308088067,-0.071147537,0
-0.20315648,6.751456381,1.64122891,0
1.39387987,3.180545435,3.253409947,0
-1.271182785,4.575392176,1.914808397,0
0.664978778,4.442468646,1.240101052,0
0.441185088,6.198429042,2.202612173,0
1.783743252,5.738578226,0.329892544,0
0.240187954,6.310865975,3.605290615,0
1.176137363,3.386212213,3.978548507,0
-0.572921008,4.530433813,1.173092002,0
0.19713027,4.136758083,1.162159873,0
3.106613298,3.24666456,3.158314864,0
-0.50750235,3.388839908,1.075557125,0
4.40813278,3.301325967,0.70312757,0
-0.634347963,5.770228673,0.822823413,0
0.266436162,2.892925399,3.160217505,0
1.065844445,6.316772562,4.6967949,0
3.298370281,4.211172375,1.385013141,0
3.256275355,5.086912207,1.294677587,0
1.301990335,4.162006451,0.899463161,0
1.523479097,5.045385606,2.760228349,0
0.431239833,2.779224162,3.279499395,0
3.122827244,7.018795395,1.050067339,0
0.005705385,2.948118992,2.205143925,0
0.45006188,3.524396486,3.201647857,0
-0.069428504,5.860546941,4.395499154,0
-1.943092141,5.452613032,1.320774966,0
1.660393982,3.181882559,2.713235466,0
-1.242568637,3.350104726,1.768678034,0
0.345360549,6.969817991,2.217337382,0
-0.379105601,4.054922252,1.409598519,0
0.283780157,8.480230988,0.770947496,0
2.596501876,4.915298708,3.719102798,0
1.534362176,2.845337757,2.72703736,0
2.049448811,4.991640189,0.781877036,0
1.815674262,6.164936653,-0.210274489,0
1.240925726,3.077854525,0.144303141,0
-1.025731755,5.017427657,0.603715162,0
3.361154566,5.771882479,3.456512959,0
1.429829682,3.411369249,4.130412298,0
1.41183444,5.634558608,0.073612965,0
2.371378016,2.558607006,4.340883373,0
1.315386196,3.329175373,0.415275014,0
0.170499541,4.255706697,1.101983549,0
2.8217061,6.107357101,1.474277295,0
1.03623894,3.923460332,4.340189071,0
-1.693055397,3.438166549,4.813707721,0
3.793519108,5.052798614,3.434793525,0
-0.128549392,5.340002155,4.667688946,0
0.883528723,3.7277003,1.835943239,0
0.524527297,5.485488274,2.554718987,0
2.031291426,5.530639652,6.383473116,0
1.26924704,4.232764223,1.482047721,0
-1.255433047,3.54806837,3.531302847,0
0.341714309,5.02206315,2.754049782,0
1.219185188,5.160952776,3.287371113,0
0.47513611,3.960986993,1.933629747,0
-1.264809606,3.979754969,1.9783416,0
0.391402203,4.738184169,1.52858523,0
0.182063054,2.863069988,3.197782377,0
2.055918501,4.28946927,-0.622367932,0
0.242965228,4.653022907,0.826759864,0
0.059523736,6.591413662,1.78119772,0
0.810929908,4.618521218,1.652634249,0
2.179954208,3.872615373,2.46135407,0
-1.326167072,6.03895883,1.286995404,0
0.372304087,2.570685524,1.628195484,0
4.262617098,5.779241621,1.92684509,0
2.325266303,4.611088255,1.620453075,0
1.322474342,2.875507114,0.469860655,0
0.395136283,2.667862692,2.585304821,0
2.383257984,3.602966222,4.977929639,0
1.407156047,4.299473173,2.000371582,0
1.605052136,-0.475757955,2.287757406,1
0.195267239,5.1014726,3.260763962,0
-0.421438812,3.1627719,6.886020205,0
-1.469027442,4.997960711,0.694319975,0
0.180203523,3.389232558,4.408523651,0
0.943465215,3.896976318,0.079505338,0
0.84975889,6.964471565,1.390175117,0
-0.306435207,5.202580554,2.679574933,0
-0.354086411,5.621242964,2.184946307,0
3.18256062,2.310728688,-0.757269511,0
3.604088971,3.399449621,3.986191262,0
2.919892035,5.430730078,2.958479586,0
-0.263387729,4.156108541,1.060050092,0
2.100722845,1.910707951,4.473272962,0
-1.192854086,4.879048404,1.639832495,0
2.230831294,4.207240622,-0.278647312,0
-0.910025749,4.711040877,3.990610296,0
1.659968073,3.344236772,1.598766083,0
1.058765743,2.568905192,1.773528078,0
1.53766925,6.50345938,3.594483881,0
2.261634708,3.043397953,0.550044324,0
-0.102642816,4.296866864,1.634706509,0
0.917028087,1.971315302,2.657485576,0
-1.675846892,3.818716418,1.975895722,0
-0.262453747,4.596268684,1.73071305,0
-0.303591518,4.885817085,0.108907256,0
2.25235152,3.374359907,0.40413447,0
0.981385116,3.613546573,0.993649426,0
1.355231808,1.991689125,5.346927014,0
-0.664806341,3.220407713,1.141470187,0
-0.054678477,4.127575508,2.75451716,0
-0.587691451,4.520627446,2.212682721,0
-0.561936997,6.425064503,6.636628521,0
-0.303349453,4.68329927,0.202796936,0
0.165832607,5.058648096,0.953886928,0
2.936231189,5.028373727,4.503958669,0
2.034170433,4.51120993,3.844701422,0
1.035147152,2.487137892,1.368383326,0
-0.161078315,2.608264939,0.880349884,0
-1.03802985,4.926663516,3.850572137,0
-0.402510491,-1.091957692,0.39192034,0
2.382405635,5.207115797,3.500791858,0
0.679817206,4.05878321,6.601404331,0
0.314870816,3.567700167,1.416234158,0
0.194860984,2.669955513,1.535962517,0
-0.280869505,6.241709598,2.625480767,0
0.697472656,6.648881702,2.420643568,0
2.723828348,5.373467802,4.035232877,0
-0.974389706,4.189278701,4.201102745,0
0.730766314,3.540794007,4.044984894,0
0.573303866,2.798069881,1.90303589,0
0.260020098,3.082481387,4.289375215,0
1.540908375,2.654686142,2.502624783,0
-1.802130972,4.685221877,-2.869455303,0
0.394709244,2.177542114,2.565328826,0
1.088228634,2.722902848,3.346153176,0
2.313987337,5.511373053,3.240658558,0
1.037526977,4.959102496,0.634160498,0
-2.322095989,4.754038145,-0.55821263,0
-0.177716406,5.742616105,3.197175945,0
2.863951245,2.939043396,2.746182796,0
-1.211568996,2.470485528,-1.838575708,0
-3.533477994,4.233038526,3.303084199,0
1.712839669,2.352660746,0.92146149,0
0.460394983,5.22105074,3.292030431,0
-1.045618055,3.161427245,5.072152544,0
0.300472624,3.440328472,4.164783228,0
-0.243514043,4.515083515,1.925916753,0
1.999060623,5.68240283,0.563807282,0
0.632238879,4.312742205,0.130051827,0
2.071897578,5.046126512,2.050454204,0
-0.651628078,5.436372398,1.44533135,0
1.448495885,5.536165896,2.063206491,0
2.736603879,3.561517673,1.178582957,0
0.794369954,7.360101089,2.417496112,0
1.320601504,4.630731818,2.576003868,0
-0.506458043,3.734112486,-0.040819281,0
0.737400012,5.721697708,0.328868891,0
-0.354950806,5.516597219,0.895745015,0
2.315033537,3.642706554,2.040464107,0
-0.189785056,5.527960656,1.144122581,0
0.257608999,4.382775667,3.303736458,0
1.354125472,5.818863909,0.93477541,0
2.836051982,4.533349445,2.1931779,0
-3.01131062,2.798643883,4.139193199,0
-1.551424041,1.813459122,0.051929206,0
3.843433172,3.227510159,1.62947594,0
1.147551479,4.209154087,3.448067327,0
-0.53397755,6.826152402,0.866837529,0
2.561903611,3.167764022,-0.239423463,0
1.500634985,3.954262641,2.496550487,0
2.139447895,6.726907083,4.066275038,0
2.501285758,3.807723714,4.092840353,0
0.834127697,8.195061969,1.084391095,0
1.020604386,4.297519027,3.299215551,0
-0.913124175,3.804649181,1.749255713,0
1.581676494,4.550642093,1.306648753,0
-0.434654366,2.91840639,3.030916133,0
1.674574287,6.369354676,2.616897243,0
1.218573193,4.77050354,0.252814398,0
3.357912364,3.338900925,0.354878283,0
-0.936396186,4.530773326,2.963101818,0
-0.76015296,6.775588905,2.928379584,0
1.015640005,4.132284588,3.170597795,0
2.088596655,4.382205754,1.515650657,0
0.301914517,0.096086387,3.374452719,1
1.474829991,2.168473732,1.939805212,0
-2.469748092,5.097513589,2.056670307,0
0.227526006,5.132825082,2.595211929,0
0.757773716,1.673543551,3.587325713,0
3.596287322,4.863912922,1.646023744,0
2.495179169,2.430788606,1.375593029,0
-0.542209258,4.639385872,4.955907674,0
-0.473090661,3.333168895,2.492487155,0
1.806635611,2.51956694,2.334703594,0
-0.710617258,2.399368015,4.044965808,0
-0.395782868,3.42786489,1.834953505,0
-0.836055951,4.527927543,3.230644559,0
2.573839776,3.566460216,2.624800748,0
-1.336445397,4.426741815,4.436254818,0
0.896544042,4.141591033,0.713912241,0
0.742302095,2.699331152,0.865529403,0
1.142243173,5.703673161,3.920356688,0
0.715124733,5.696289715,0.857904579,0
-0.089643112,4.663110664,2.209003676,0
-0.931467615,5.102213097,1.828862337,0
-0.453428356,4.761294991,3.429297947,0
-2.632370935,5.417597109,3.216239274,0
1.143221828,6.118269878,1.369272869,0
2.827313461,3.273413805,1.341547654,0
0.671784508,6.312596507,2.664353776,0
0.399964569,3.690841208,1.293051553,0
0.780271578,8.946256595,-0.066719044,0
0.443425315,2.440255917,1.432064082,0
1.776850034,-1.091665224,-0.070043621,1
-1.095036212,3.542297334,2.181084338,0
0.478734806,5.6598553,6.489865671,0
-0.863063177,5.295784,0.733765442,0
0.505805778,6.130332788,0.424069252,0
0.058897094,4.472178492,4.700304597,0
-0.098396158,3.544377028,1.321043893,0
-1.073368041,3.457129402,-1.234407233,0
-0.35075993,4.960966254,3.27897908,0
3.219273802,3.971645093,2.818613191,0
0.735555019,1.444675358,0.245335089,0
2.348111333,3.515521807,0.853161526,0
0.725391224,3.397737699,3.932206021,0
5.042454427,4.597008423,5.067118839,0
2.860566758,4.999933622,5.001246343,0
0.278807277,4.872943459,3.204515916,0
1.7816616,2.869981546,2.77462679,0
0.052086159,5.689619795,5.13396062,0
0.387511902,3.722406098,1.391125959,0
1.235652837,5.120457043,1.809812711,0
0.925529629,4.494323257,-1.018580348,0
0.698689572,3.092314596,-0.114534528,0
1.212677395,4.329737834,3.117266188,0
1.333853603,5.470790672,3.145777976,0
1.677629661,3.440994972,3.369774551,0
0.096790041,3.617326436,2.612984144,0
0.464817942,5.686842754,2.737503408,0
-0.518055405,3.613801918,0.444625371,0
0.327485586,3.704265321,3.12391407,0
1.07116307,4.538547134,2.403539076,0
0.981330364,4.127798077,0.684740065,0
2.110301843,5.650117987,0.594840591,0
0.542341094,4.635582169,0.771339078,0
2.005814799,3.12168294,2.439866623,0
-0.690889108,6.653149485,2.800251347,0
1.155409422,5.40840253,1.056460266,0
1.208273329,5.866139911,1.996365535,0
2.700401295,4.887787832,1.66289661,0
2.216850192,-0.385514889,2.466990536,0
3.067859606,3.971953907,2.864746245,0
-0.814102632,4.705259778,2.51942722,0
1.383460439,2.522032559,2.135522428,0
0.1666465,6.057103868,2.356751295,0
0.857752857,5.91160788,3.110043132,0
1.097794086,5.14621885,1.436167744,0
0.365541313,2.603623815,1.781075991,0
-2.069520079,3.349546307,1.426000167,0
2.102384109,5.717823648,4.529178924,0
1.775684061,3.487425372,1.313877454,0
1.721598853,4.853709709,3.038758906,0
0.004574806,7.915031326,2.923549992,0
2.52192748,1.232801908,0.215335032,0
1.333570367,4.461635533,1.917778409,0
2.091777995,4.251392507,-0.285894336,0
2.18292661,4.702199971,0.362679735,0
0.090134349,5.761742768,0.265380771,0
-0.393925586,5.893773302,3.033231714,0
1.472135213,5.727657038,-0.198327333,0
1.620841585,2.708795538,2.642041044,0
1.374875882,6.607519439,4.2119883,0
0.62256377,5.321971269,3.785694569,0
2.161302894,2.250431392,3.462340119,0
2.539588371,6.16314306,0.403959076,0
1.402741857,4.926888267,0.508043831,0
-0.345253773,3.288753425,2.16289853,0
0.694575763,5.159093506,1.881268893,0
0.294383937,4.439210479,1.466681664,0
1.639993381,5.42651009,-0.698668545,0
0.834720752,2.982264628,4.326154837,0
0.447655746,2.696994574,2.888342168,0
0.438467953,3.060226896,3.438330278,0
1.01033679,-1.53604772,3.721587053,1
-0.762428299,4.371097901,2.30157021,0
0.64233819,3.566559797,-0.335491741,0
-2.209564949,4.993164685,2.475354311,0
2.923318476,1.575079817,-0.337234178,0
0.760745566,5.118117053,5.978038555,0
2.424147354,5.018806213,-0.001557219,0
-1.655363294,3.334153955,1.32678725,0
2.306713928,4.499573366,-0.441592355,0
2.129244339,5.867749776,0.30539119,0
1.513959747,4.294528443,2.232646995,0
4.584843273,4.811114354,2.600129737,0
2.174567749,1.700927939,0.782044315,0
1.189218408,4.885106042,1.56832659,0
3.220570739,4.876632298,1.572729276,0
0.286242893,3.654025433,2.286091734,0
-2.675930425,5.258713357,1.520597836,0
1.132127078,2.802398101,0.742903637,0
-0.31651174,2.785243445,1.648770864,0
2.923437227,4.000611787,0.80542102,0
0.765070059,3.744914934,0.492004643,0
0.882777794,5.052856614,1.138375228,0
1.702744202,2.649698042,2.18263751,0
1.469850493,4.23389878,1.801662088,0
-1.068141342,3.116152554,1.653252846,0
2.058982835,4.747669683,2.973294301,0
0.750159911,3.179386921,0.755793025,0
0.667519041,3.737466949,3.337231615,0
-0.403205957,8.268190909,2.865452061,0
1.281593233,5.761280472,2.870126979,0
-1.16674237,5.178864791,2.840548401,0
2.328082543,3.384387921,2.896405624,0
1.063783587,5.036696787,4.921439564,0
1.234096921,3.232344917,-0.342389264,0
2.764876211,6.465934124,2.965043223,0
-1.40625572,5.319807496,3.42015617,0
0.830672742,1.768117623,4.039051224,0
0.357862447,3.698598552,-0.689775304,0
0.600135063,4.162693652,2.651615345,0
2.056569955,3.204672729,5.19765315,0
1.896085323,4.368990992,2.23008985,0
0.289523986,3.603731776,2.903258484,0
-0.640816418,5.774927787,1.892728964,0
-0.145176093,4.141833514,1.194735798,0
1.832694838,5.912238298,1.299703365,0
2.383107137,3.023929601,1.474297365,0
1.119225004,3.744678736,0.457976655,0
-0.647131259,5.843285677,1.325408188,0
0.474978805,2.94857801,2.627677647,0
0.155881711,2.631412721,0.253713873,0
-0.022454764,5.591886815,2.100621782,0
2.496194485,5.40705899,0.761280183,0
-2.335416465,6.561479065,0.216205306,0
2.110303126,3.880325914,2.748221119,0
1.708576296,5.534600588,3.375026864,0
1.281579629,1.177139124,2.04486136,0
-1.245990303,4.372787983,2.158094878,0
-0.450562206,0.824039131,1.871423535,0
3.408559302,2.67138865,-1.735437084,0
2.548754321,6.380963611,2.486777686,0
0.832475127,3.593104016,2.674848986,0
4.174928133,5.753726728,3.321734187,0
0.587893525,1.9278246,4.000539778,0
1.723286336,3.176004828,0.591873463,0
1.126398135,5.235069905,1.788556328,0
-3.446705998,4.997551608,2.514720467,0
0.770134523,6.352077715,1.66281,0
2.642832851,8.050007045,-2.202029394,0
-0.546636585,3.520654449,3.886602533,0
0.445279212,2.241360387,1.089839917,0
-0.1101969,3.143998562,-0.179631991,0
2.056947368,4.745473444,1.269617669,0
1.584201101,1.769191933,0.402761093,0
1.430450167,5.839546656,-0.957540938,0
0.709670479,7.331514242,2.903689349,0
-0.039194132,5.662041134,3.986255503,0
1.618341159,3.928259926,1.965938983,0
1.532836373,5.701390372,2.403840957,0
1.277018513,4.755156931,3.394981865,0
1.745524765,3.814309634,2.959329006,0
0.583583757,4.318799155,4.212948563,0
0.825817525,3.248687189,2.509109025,0
3.428336182,3.493841172,3.581268408,0
1.410321732,2.796911816,0.506468982,0
3.031666745,2.002443479,-0.731133275,0
-1.041235346,4.422988598,1.388345334,0
0.099707166,4.852174518,-0.446402318,0
0.953414083,4.798398257,0.616518445,0
0.876650656,3.354685352,1.794388546,0
0.410314904,3.688793613,2.446938724,0
2.873751984,2.311344276,5.459491171,0
-0.96916575,5.965626412,3.913277477,0
0.820126033,3.965644222,1.313596532,0
1.132166737,3.630316533,3.788167099,0
-1.484610907,1.661723704,3.92698428,0
2.137599712,4.568124798,2.31082314,0
1.138054451,5.562160078,0.4333808,0
-0.747022904,5.256679812,2.085081515,0
0.587973857,2.447990527,1.950433767,0
2.313149893,5.018389661,3.730746333,0
2.64025096,5.589827764,0.196775489,0
-0.179349272,4.864930903,1.131526801,0
0.808891575,6.097994548,1.114195889,0
1.334016445,5.700803476,3.162708945,0
0.248490325,5.838387874,2.277800697,0
-0.282855959,6.798919049,-0.770200879,0
-1.462908692,3.657257636,1.507596216,0
0.172894514,4.060950313,0.215127076,0
0.881973333,2.754155353,3.266560732,0
3.771063655,5.353495997,0.877125612,0
1.267064534,5.326807902,1.884443435,0
1.800604216,3.639214875,2.833938943,0
-0.820151583,3.694299601,2.311557748,0
2.832236841,5.09384032,1.549750807,0
1.994126839,5.474689832,3.451782764,0
